"exp","myvar","citation","full_reference","X","bibtexkey"
"mi_c","agb","dijkstra_et_al_2002","dijkstra_p_hymus_g_colavito_d_et_al_2002_elevated_atmospheric_co2_stimulates_aboveground_biomass_in_a_fire-regenerated_scrub-oak_ecosystem_global_change_biology_8_90-103",NA,"@dijkstra_et_al_2002"
"mi_c","agb","day_et_al_2013","day_f_p_et_al_the_effects_of_11_yr_of_co2_enrichment_on_roots_in_a_florida_scrub-oak_ecosystem_new_phytol_200_778-787_2013",NA,"@day_et_al_2013"
"mi_c","agb","hungate_et_al_2013","hungate_b_a_dijkstra_p_wu_z_duval_b_d_day_f_p_johnson_d_w_…_garland_j_l_2013_cumulative_response_of_ecosystem_carbon_and_nitrogen_stocks_to_chronic_co2_exposure_in_a_subtropical_oak_woodland_new_phytologist_2003_753–766_https://doiorg/101111/nph12333",NA,"@hungate_et_al_2013"
"mi_c","bgb","brown_et_al_2007","brown_et_al_2007_root_biomass_and_nutrient_dynamics_in_a_scrub-oak_ecosystem_under_the_influence_of_elevated_atmospheric_co2_plant_and_soil_292_219-232",NA,"@brown_et_al_2007"
"mi_c","bgb","brown_et_al_2009","brown_a_l_day_f_p_and_stover_d_b_fine_root_biomass_estimates_from_minirhizotron_imagery_in_a_shrub_ecosystem_exposed_to_elevated_co2_plant_soil_317_145-153_2009",NA,"@brown_et_al_2009"
"mi_c","bgb","langley_et_al_2003","brown_et_al_2007_root_biomass_and_nutrient_dynamics_in_a_scrub-oak_ecosystem_under_the_influence_of_elevated_atmospheric_co2_plant_and_soil_292_219-232",NA,"@langley_et_al_2003"
"nantuna_c","agb","marissink_et_al_2002","marissink_et_al_2002_above-ground_plant_production_under_elevated_carbon_dioxide_in_a_swedish_semi-natural_grassland_agriculture_ecosystems_and_environment_93_107-120",NA,"@marissink_et_al_2002"
"nantuna_c","bgb","sindhoj_et_al_2006","marissink_et_al_2002_above-ground_plant_production_under_elevated_carbon_dioxide_in_a_swedish_semi-natural_grassland_agriculture_ecosystems_and_environment_93_107-120",NA,"@sindhoj_et_al_2006"
"nevada_desert_face_c","agb","smith_et_al_2014","smith_s_d_et_al_long-term_response_of_a_mojave_desert_winter_annual_plant_community_to_a_whole-ecosystem_atmospheric_co2_manipulation_face_global_change_biol_20_879-892_2014",NA,"@smith_et_al_2014"
"nevada_desert_face_c","agb","housman_et_al_2006","housman_d_c_naumburg_e_huxman_te_charlet_tn_nowak_rs_smith_sd_2006_increase_in_desert_shrub_produvtivity_under_elevated_carbon_dioxide_vary_with_water_availability_ecosystems_9:_374-385",NA,"@housman_et_al_2006"
"nevada_desert_face_c","agb","newingham_et_al_2013","newingham_ba_vanier_ch_charlet_tn_ogle_k_smith_sd_nowak_rs_2013_no_cumulative_effect_of_10_years_of_elevated_[co2]_on_perennial_plant_biomass_components_in_the_mojave_desert_global_change_biology_19:_2168-2181
",NA,"@newingham_et_al_2013"
"nevada_desert_face_c","agb","smith_et_al_2000","smith_sd_huxman_te_zitzer_sf_charlet_tn_housman_dc_coleman_js_fenstermaker_lk_seemann_jr_nowak_rs_2000_elevated_co2_increases_productivity_and_invasive_species_success_in_an_arid_ecosystem_nature_408:79–82",NA,"@smith_et_al_2000"
"nevada_desert_face_c","agb","evans_et_al_2014","evans_r_d_koyama_a_sonderegger_d_l_charlet_t_n_newingham_b_a_fenstermaker_l_f_…_nowak_r_s_2014_greater_ecosystem_carbon_in_the_mojave_desert_after_ten_years_exposure_to_elevated_co_2_nature_climate_change_45_394–397_https://doiorg/101038/nclimate2184",NA,"@evans_et_al_2014"
"nevada_desert_face_c","vcmax","huxman_and_smith_2001","huxman_te_smith_sd_2001_photosynthesis_in_an_invasive_grass_and_native_forb_at_elevated_co<subscript>2</subscript>_during_an_el_nino_year_in_the_mojave_desert_oecologia_128:193–201",NA,"@huxman_and_smith_2001"
"nevada_desert_face_c","vcmax","naumburg_et_al_2003","naumburg_e_housman_dc_huxman_te_charlet_tn_loik_me_smith_sd_2003_photosynthetic_responses_of_mojave_desert_shrubs_to_free_air_co2_enrichment_are_greatest_during_wet_years_global_change_biology_9:_276-285",NA,"@naumburg_et_al_2003"
"nevada_desert_face_c","vcmax","aranjuelo_et_al_2011","aranjuelo_i_ebbets_al_evans_rd_tissue_dt_nogues_s_van_gestel_npayton_p_ebbert_v_adams_ww_nowak_rs_smith_sd_2011_maintenance_of_c_sinks_sustains_enhanced_c_assimilation_during_long-term_exposure_to_elevated_[co2]_in_mojave_desert_shrubs_oecologia_167:_339-354",NA,"@aranjuelo_et_al_2011"
"nevada_desert_face_c","asat","hamerlynck_et_al_2000","hamerlynck_ep_huxman_te_nowak_rs_redar_s_loik_me_jordan_dn_zitzer_sf_coleman_js_seemann_jr_smith_sd_2000_photosynthetic_responses_of_larrea_tridentata_to_a_step-increase_in_atmospheric_co2at_the_nevada_desert_face_facility_journal_of_arid_envi",NA,"@hamerlynck_et_al_2000"
"nevada_desert_face_c","leaf_cn","billings_et_al_2003","billings_sa_zitzer_sf_weatherly_h_schaeffer_sm_charlet_t_arnone_ja_evans_rd_2003_effects_of_elevated_carbon_dioxide_on_green_leaf_tissue_and_leaf_litter_quality_in_an_intact_mojave_desert_ecosystem_global_change_biology_9:_729-735",NA,"@billings_et_al_2003"
"nevada_desert_face_c","leaf_n_mass","billings_et_al_2004","billings_sa_schaeffer_sm_2004_soil_microbial_activity_and_n_availability_with_elevated_co2_in_mojave_desert_soils_global_biogeochemical_cycles_18_gb1011",NA,"@billings_et_al_2004"
"new_zealand_face_c","anpp","ross_et_al_2004","ross_dj_newton_pcd_tate_kr_2004_elevated_[co2]_effects_on_herbage_production_and_soil_carbon_and_nitrogen_pools_and_mineralization_in_a_species-rich_grazed_pasture_on_a_seasonally_dry_sand_plant_and_soil_260_183–196",NA,"@ross_et_al_2004"
"new_zealand_face_c","anpp","ross_et_al_2013","ross_dj_newton_pcd_tate_kr_luo_d_2013_impact_of_a_low_level_of_co2_enrichment_on_soil_carbon_and_nitrogen_pools_and_mineralization_rates_over_ten_years_in_a_seasonally_dry_grazed_pasture_soil_biology_and_biochemistry_58_265–274",NA,"@ross_et_al_2013"
"new_zealand_face_c","agb","allard_et_al_2005","allard_v_newton_pcd_lieffering_m_soussana_jf_carran_ra_matthew_c_2005_increased_quantity_and_quality_of_coarse_soil_organic_matter_fraction_at_elevated_co2_in_a_grazed_grassland_are_a_consequence_of_enhanced_root_growth_rate_and_turnover_plant_and_soil_276_49–60",NA,"@allard_et_al_2005"
"new_zealand_face_c","agb","deng_et_al_2016","deng_q_cheng_x_bowatte_s_newton_pcd_zhang_q_2016_rhizospheric_carbon-nitrogen_interactions_in_a_mixed-species_pasture_after_13_years_of_elevated_co2_agriculture_ecosystems_and_environment_235_134–141",NA,"@deng_et_al_2016"
"new_zealand_face_c","agb","li_et_al_2014","li_fy_newton_pcd_lieffering_m_2014_testing_simulations_of_intra-_and_inter-annual_variation_in_the_plant_production_response_to_elevated_co_2_against_measurements_from_an_11-year_face_experiment_on_grazed_pasture_global_change_biology_20_228–239",NA,"@li_et_al_2014"
"new_zealand_face_c","agb","allard_et_al_2003","allard_v_newton_pcd_lieffering_m_clark_h_matthew_c_soussana_j-f_gray_ys_2003_nitrogen_cycling_in_grazed_pastures_at_elevated_co2:_n_returns_by_ruminants_global_change_biology_9_1731–1742",NA,"@allard_et_al_2003"
"new_zealand_face_c","agb","newton_et_al_2010","newton_p_c_d_et_al_the_rate_of_progression_and_stability_of_progressive_nitrogen_limitation_at_elevated_atmospheric_co2_in_a_grazed_grassland_over_11 years_of_free_air_co2_enrichment_plant_soil_336_433-441_2010",NA,"@newton_et_al_2010"
"new_zealand_face_c","vcmax","von_caemmerer_et_al_2001","von_caemmerer_s_ghannoum_o_conroy_j_clark_h_newton_p_2001_photosynthetic_responses_of_temperate_species_to_free_air_co2_enrichment_face_in_a_grazed_new_zealand_pasture_australian_journal_of_plant_physiology_28_439–450",NA,"@von_caemmerer_et_al_2001"
"new_zealand_face_c","vcmax","guo_et_al_2006","guo_j_trotter_cm_newton_pcd_2006_initial_observations_of_increased_requirements_for_light-energy_dissipation_in_ryegrass_lolium_perenne_when_source_/_sink_ratios_become_high_at_a_naturally_grazed_free_air_co2_enrichment_face_site_functional_plant_biology_33_1045–1053",NA,"@guo_et_al_2006"
"ornerp_acer_pooled_c","agb","norby_et_al_2000","norby_r_j_lang_t_m_hartz-rubin_j_s_o'neill_e_g_2000_nitrogen_resorption_in_senescing_tree_leaves_in_a_warmer_co2-enriched_atmosephere_plant_and_soil_224_15-29",NA,"@norby_et_al_2000"
"ornerp_acer_pooled_c","bgb","wan_et_al_2004","wan_et_al_2004_co2_enrichment_and_warming_of_the_atmosphere_enhance_both_productivity_and_mortality_of_maple_tree_fine_roots_new_phytologist_162_437-446",NA,"@wan_et_al_2004"
"ornerp_grassland_c","agb","kardol_et_al_2010","kardol_p_campany_c_e_souza_l_norby_r_j_weltzin_j_f_classen_a_t_2010_climate_change_effects_on_plant_biomass_alter_dominance_patterns_and_community_evenness_in_an_experimental_old-field_ecosystem_global_change_biology_16_2676-2687",NA,"@kardol_et_al_2010"
"ornerp_grassland_c","agb","wan_et_al_2007","wan_et_al_2007_responses_of_soil_respiration_to_elevated_co2_air_warming_and_changing_soil_water_availability_in_a_model_old-field_grassland_global_change_biology_13_2411-2424",NA,"@wan_et_al_2007"
"ornerp_liriodendron_c","bgb","norby_et_al_1992","norby_et_al_1992_productivity_and_compensatory_responses_of_yellow-poplar_trees_in_elevated_co2_nature_357_322-324",NA,"@norby_et_al_1992"
"ornerp_populus_c","bgb","zak_et_al_2000","zak_d_r_pregitzer_k_s_curtis_p_s_vogel_c_s_holmes_w_e_and_lussenhop_j_2000_atmospheric_co2_soil?n_availability_and_allocation_of_biomass_and_nitrogen_by_populus_tremuloides_ecological_applications_101_34-46",NA,"@zak_et_al_2000"
"ornerp_quercus_c","bgb","norby_et_al_1995","norby_et_al_1995_belowground_responses_to_atmospheric_carbon_dioxide_in_forests_in_mcfee_ww_kelly_jm_carbon_forms_and_functions_in_forest_soils_pages_397-418_soil_science_society_of_america_inc_madison_wisconsin",NA,"@norby_et_al_1995"
"ornl_face_liqui_c","anpp","norby_et_al_2002","norby_r_j_et_al_net_primary_productivity_of_a_co2-enriched_deciduous_forest_and_the_implications_for_carbon_storage_ecol_appl_12_1261-1266_2002",NA,"@norby_et_al_2002"
"ornl_face_liqui_c","root_production","iversen_et_al_2008","iversen_c_m_ledford_j_and_norby_r_j_co2_enrichment_increases_carbon_and_nitrogen_input_from_fine_roots_in_a_deciduous_forest_new_phytol_179_837-847_2008",NA,"@iversen_et_al_2008"
"ornl_face_liqui2_c","leaf_n_mass","iversen_and_norby_2008","iversen_c_m_and_norby_r_j_nitrogen_limitation_in_a_sweetgum_plantation:_implications_for_carbon_allocation_and_storage_can_j_for_res_38_1021-1032_2008",NA,"@iversen_and_norby_2008"
"ornl_face_liqui2_c","leaf_n_mass","johnson_et_al_2004","johnson_d_w_cheng_w_joslin_j_d_norby_r_j_edwards_n_t_and_todd_d_e_2004_effects_of_elevated_co_2_on_nutrient_cycling_in_a_sweetgum_plantation biogeochemistry 693_379-403",NA,"@johnson_et_al_2004"
"ornl_face_liqui2_c","leaf_n_mass","norby_et_al_2006","norby_r_j_and_iversen_c_m_2006_nitrogen_uptake_distribution_turnover_and_efficiency_of_use_in_a_co2?enriched_sweetgum_forest_ecology_871_5-14",NA,"@norby_et_al_2006"
"ornl_face_liqui2_c","leaf_n_mass","norby_et_al_2010","norby_r_j_warren_j_m_iversen_c_m_medlyn_b_e_and_mcmurtrie_r_e_co?_enhancement_of_forest_productivity_constrained_by_limited_nitrogen_availability_proc_natl_acad_sci_usa_107_19368-19373_2010",NA,"@norby_et_al_2010"
"ornl_face_liqui2_c","leaf_n_mass","sanders_et_al_2004","sanders_n_j_belote_r_t_and_weltzin_j_f_2004_multitrophic_effects_of_elevated_atmospheric_co2_on_understory_plant_and_arthropod_communities_environmental_entomology_336_1609–1616_https://doiorg/101603/0046-225x-3361609",NA,"@sanders_et_al_2004"
"ornl_face_liqui2_c","leaf_n_mass","warren_et_al_2015","warren_j_m_jensen_a_m_medlyn_b_e_norby_r_j_and_tissue_d_t_2015_carbon_dioxide_stimulation_of_photosynthesis_in_liquidambar_styraciflua_is_not_sustained_during_a_12-year_field_experiment_aob_plants_7",NA,"@warren_et_al_2015"
"ornl_face_liqui2_c","leaf_n_mass","wicklein_et_al_2012","wicklein_h_f_ollinger_s_v_martin_m_e_hollinger_d_y_lepine_l_c_day_m_c__and_norby_r_j_2012_variation_in_foliar_nitrogen_and_albedo_in_response_to_nitrogen_fertilization_and_elevated_co_2 oecologia 1694_915-925",NA,"@wicklein_et_al_2012"
"ornl_face_liqui2_c","agb","souza_et_al_2010","souza_l_belote_r_t_kardol_p_weltzin_j_f_and_norby_r_j_2010_co2_enrichment_accelerates_successional_development_of_an_understory_plant_community journal_of_plant_ecology 31_33-39",NA,"@souza_et_al_2010"
"ornl_face_liqui2_c","agb","norby_et_al_2004","norby_r_j_ledford_j_reilly_c_d_miller_n_e_and_o'neill_e_g_fine-root_production_dominates_response_of_a_deciduous_forest_to_atmospheric_co2_enrichment_proc_natl_acad_sci_usa_101_9689-9693_2004",NA,"@norby_et_al_2004"
"ornl_face_liqui2_c","asat","gunderson_et_al_2002","gunderson_c_a_sholtis_j_d_wullschleger_s_d_tissue_d_t_hanson_p_j_and_norby_r_j_2002_environmental_and_stomatal_control_of_photosynthetic_enhancement_in_the_canopy_of_a_sweetgum_liquidambar_styraciflua_l_plantation_during_3_years_of_co2_enrichment_plant_cell_and_environment_253_379-393",NA,"@gunderson_et_al_2002"
"ornl_face_liqui2_c","asat","sholtis_et_al_2004","sholtis_j_d_gunderson_c_a_norby_r_j_and_tissue_d_t_2004_persistent_stimulation_of_photosynthesis_by_elevated_co2_in_a_sweetgum_liquidambar_styraciflua_forest_stand new_phytologist 1622_343-354",NA,"@sholtis_et_al_2004"
"ornl_face_liqui2_c","anpp","norby_et_al_2001","norby_r_j_todd_d_e_fults_j_and_johnson_d_w_2001_allometric_determination_of_tree_growth_in_a_co2?enriched_sweetgum_stand new_phytologist 1502_477-487",NA,"@norby_et_al_2001"
"ornl_face_liqui2_c","anpp","belote_et_al_2003","belote_r_t_weltzin_j_f_and_norby_r_j_2004_response_of_an_understory_plant_community_to_elevated_[co2]_depends_on_differential_responses_of_dominant_invasive_species_and_is_mediated_by_soil_water_availability_new_phytologist_1613_827-835",NA,"@belote_et_al_2003"
"ornl_face_liqui2_c","lai","norby_et_al_2003","norby_r_j_sholtis_j_d_gunderson_c_a_and_jawdy_s_s_2003_leaf_dynamics_of_a_deciduous_forest_canopy:_no_response_to_elevated_co_2 oecologia 1364_574-584",NA,"@norby_et_al_2003"
"ornl_face_liqui2_c","lai","warren_et_al_2011","warren_j_m_norby_r_j_and_wullschleger_s_d_2011_elevated_co2_enhances_leaf_senescence_during_extreme_drought_in_a_temperate_forest tree_physiology 312_117-130",NA,"@warren_et_al_2011"
"phace_c","agb","blumenthal_et_al_2016","blumenthal_dm_kray_ja_ortmans_w_ziska_lh_and_pendall_e_2016_cheatgrass_is_favored_by_warming_but_not_co2_enrichment_in_a_semi-arid_grassland_global_change_biology_22_3026-3038",NA,"@blumenthal_et_al_2016"
"phace_c","agb","morgan_et_al_2011","morgan_j_a_lecain_d_r_pendall_e_blumenthal_d_m_kimball_b_a_carrillo_y_williams_d_g_heisler-white_j_2011_c4_grasses_prosper_as_carbon_dioxide_eliminates_desiccation_in_warmed_semi-arid_grassland_nature_476_202-u101",NA,"@morgan_et_al_2011"
"phace_c","agb","mueller_et_al_2016","mueller_k_e_blumenthal_d_m_pendall_e_carrillo_y_dijkstra_f_a_williams_d_g_…_morgan_j_a_2016_impacts_of_warming_and_elevated_co2_on_a_semi-arid_grassland_are_non-additive_shift_with_precipitation_and_reverse_over_time_ecology_letters_198_956–966_https://doiorg/101111/ele12634",NA,"@mueller_et_al_2016"
"phace_c","bgb","dijkstra_et_al_2010","dijkstra_et_al_2010_contrasting_effects_of_elevated_co2_and_warming_on_nitrogen_cycling_in_a_semiarid_grassland_new_phytologist_187_426-437",NA,"@dijkstra_et_al_2010"
"phace_c","bgb","mueller_et_al_2018","mueller_ke_lecain_dr_mccormack_ml_pendall_e_carlson_m_and_blumenthal_dm_2018_root_responses_to_elevated_co2_warming_and_irrigation_in_a_semi-arid_grassland:_integrating_biomass_length_and_life_span_in_a_5-year_field_experiment_journal_of_ecology_106_2176-2189",NA,"@mueller_et_al_2018"
"phace_c","bgb","carrillo_et_al_2014","carrillo_y_et_al_disentangling_root_responses_to_climate_change_in_a_semiarid_grassland_oecologia_175_699-711_2014",NA,"@carrillo_et_al_2014"
"phace_c","gpp","pendall_et_al_2013","pendall_e_et_al_warming_reduces_carbon_losses_from_grassland_exposed_to_elevated_atmospheric_carbon_dioxide_plos_one_8_e71921_doi:101371/journalpone0071921_2013",NA,"@pendall_et_al_2013"
"phace_c","leaf_n_mass","unpublished","dijkstra_et_al_2010_contrasting_effects_of_elevated_co2_and_warming_on_nitrogen_cycling_in_a_semiarid_grassland_new_phytologist_187_426-437",NA,"@unpublished"
"riceface_japan_ko_2010_3558_13960_c","lai","hayashi_et_al_2011","hayashi_et_al_2014_free-air_co2_enrichment_face_net_nitrogen_fixation
experiment_at_a_paddy_soil_surface_under_submerged
conditions_nutr_cycl_agroecosyst_2014_98:57–69",NA,"@hayashi_et_al_2011"
"riceface_nianyufarm_2002_c","leaf_n_mass","yang_et_al_2006a","yang_l_et_al_seasonal_changes_in_the_effects_of_free-air_co2_enrichment_face_on_dry_matter_production_and_distribution_of_rice_oryza_sativa_l_field_crops_research_98_2006_12–19_2006",NA,"@yang_et_al_2006a"
"riceface_nianyufarm_2002_c","agb","xu_et_al_2004","xu_z_et_al_effects_of_elevated_co2_and_n_fertilization_on_ch4_emissions_from_paddy_rice_fields_global_biogeochemical_cycles_vol_18_2004",NA,"@xu_et_al_2004"
"riceface_nianyufarm_2014_c","anpp","cai_et_al_2016","cai_c_et_al_responses_of_wheat_and_rice_to_factorial_combinations_of_ambient_and_elevated_co2_and_temperature_in_face_experiments_global_change_biology_2016_22_856–874_doi:_101111/gcb13065",NA,"@cai_et_al_2016"
"riceface_shizukuishi_a_1998_c","leaf_n_area","kim_et_al_2003","kim_et_al_2003_seasonal_changes_in_the_effects_of_elevated_co2_on_rice_at_three_levels_of_nitrogen_supply:_a_free_air_co2_enrichment_face_experiment_global_change_biology_2003_9_826-837",NA,"@kim_et_al_2003"
"riceface_shizukuishi_a_1998_c","leaf_n_area","seneweera_et_al_2002","bannayan_et_al_2005_modeling_the_interactive_effects_of_atmospheric_co2_and
n_on_rice_growth_and_yield_field_crops_research_93_2005_237–251",NA,"@seneweera_et_al_2002"
"riceface_shizukuishi_a_1998_c","leaf_n_area","fumoto_et_al_2013","fumoto_et_al_2013_application_of_a_process-based_biogeochemistry_model_dndc-rice_on_a_rice_field_under_free-air_co2_enrichment_face_in?journal_of_agricultural_meteorology_693:173-190_·_january_2013",NA,"@fumoto_et_al_2013"
"riceface_shizukuishi_a_1998_c","agb","sasaki_et_al_2007","sasaki_et_al_2007_effect_of_free-air_co2_enrichment_on_the_storage_of_carbohydrate_fixed
at_different_stages_in_rice_oryza_sativa_l_field_crops_research_100_2007_24–31",NA,"@sasaki_et_al_2007"
"riceface_shizukuishi_a_1998_c","agb","bannayan_et_al_2005","bannayan_et_al_2005_modeling_the_interactive_effects_of_atmospheric_co2_and
n_on_rice_growth_and_yield_field_crops_research_93_2005_237–251",NA,"@bannayan_et_al_2005"
"riceface_shizukuishi_a_1998_c","agb","bannayan_et_al_2007","bannayan_et_al_2005_modeling_the_interactive_effects_of_atmospheric_co2_and
n_on_rice_growth_and_yield_field_crops_research_93_2005_237–251",NA,"@bannayan_et_al_2007"
"riceface_shizukuishi_a_2007_c","agb","tokida_et_al_2010","tokida_et_al_2010_effects_of_free-air_co2_enrichment_face_and_soil_warming_on
ch4_emission_from_a_rice_paddy_field:_impact_assessment_and
stoichiometric_evaluation_biogeosciences_7_2639–2653_2010",NA,"@tokida_et_al_2010"
"riceface_shizukuishi_a_2008_c","agb","tokida_et_al_2011","tokida_et_al_2011_methane_and_soil_co2_production_from_current-season
photosynthates_in_a_rice_paddy_exposed_to_elevated_co2
concentration_and_soil_temperature_global_change_biology_2011_17_3327–3337",NA,"@tokida_et_al_2011"
"riceface_zhongcun_hybrid_2005_c","agb","yang_et_al_2009b","yang_l_et_al_impact_of_elevated_co2_concentration_on_inter-subspecific_hybrid_rice_cultivar_liangyoupeijiu_under_fully_open-air_field_conditions_field_crops_res_2009",NA,"@yang_et_al_2009b"
"riceface_zhongcun_rotation_2004_c","agb","xie_et_al_2012","influences_of_free-air_co2_enrichment_face_nitrogen_fertilizer_and_crop_residue_incorporation_on_ch4_emissions_from_irrigated_rice_fields_nutr_cycl_agroecosyst_2012_93:373–385_doi_101007/s10705-012-9523-z",NA,"@xie_et_al_2012"
"salmisuo_c","bgb","saarnio_et_al_2003","saarnio_s_jaervioe_s_saarinen_t_vasander_h_and_silvola_j_minor_changes_in_vegetation_and_carbon_gas_balance_in_a_boreal_mire_under_a_raised_co2_or_nh4no3_supply_ecosystems_6_46-60_2003",NA,"@saarnio_et_al_2003"
"sca_c","agb","schaeppi_and_koerner_1996","schappi_b_koerner_c_1996_growth_responses_of_an_alpine_grassland_to_elevated_co2_oecologia_105_43-52",NA,"@schaeppi_and_koerner_1996"
"sca_c","agb","arnone_iii_1999","arnone_iii_j_a_symbiotic_n2 fixation_in_a_high_alpine_grassland:_effects_of_four_growing_seasons_of_elevated_co2_funct_ecol 13_383-387_1999",NA,"@arnone_iii_1999"
"scbg_c","agb","liu_et_al_2010","liu_j_x_zhou_g_y_zhang_d_q_xu_z_h_duan_h_l_deng_q_and_zhao_l_2010_carbon_dynamics_in_subtropical_forest_soil:_effects_of_atmospheric_carbon_dioxide_enrichment_and_nitrogen_addition journal_of_soils_and_sediments 104_730-738",NA,"@liu_et_al_2010"
"scbg_c","agb","deng_et_al_2010","deng_q_zhou_g_liu_j_liu_s_duan_h_zhang_d_2010_responses_of_soil_respiration_to_elevated_carbon_dioxide_and_nitrogen_additions_in_young_subtropical_forest_ecosystems_in_china_biogeosciences_7_315-328",NA,"@deng_et_al_2010"
"scbg_c","agb","chen_et_al_2012","chen_x_liu_j_deng_q_yan_j_and_zhang_d_2012_effects_of_elevated_co_2_and_nitrogen_addition_on_soil_organic_carbon_fractions_in_a_subtropical_forest plant_and_soil 3571-2_25-34",NA,"@chen_et_al_2012"
"scbg_c","agb","liu_et_al_2010b","chen_x_liu_j_deng_q_yan_j_and_zhang_d_2012_effects_of_elevated_co_2_and_nitrogen_addition_on_soil_organic_carbon_fractions_in_a_subtropical_forest plant_and_soil 3571-2_25-34",NA,"@liu_et_al_2010b"
"soyfaced_maiz_c","bgb","ruiz-vera_et_al_2015","ruiz-vera_u_m_siebers_m_h_drag_d_w_ort_d_r_and_bernacchi_c_j_2015_canopy_warming_caused_photosynthetic_acclimation_and_reduced_seed_yield_in_maize_grown_at_ambient_and_elevated_[co2]_global_change_biology_2111_4237–4249_https://doiorg/101111/gcb13013",NA,"@ruiz-vera_et_al_2015"
"soyfacemaiz4_c","vcmax","leakey_et_al_2006","andrew_db_leakey_martin_uribelarrea_elizabeth_a_ainsworth_shawna_l_naidu_alistair_rogers_donald_r_ort_and_stephen_p_long_",NA,"@leakey_et_al_2006"
"soyfacesoy1_c","agb","morgan_et_al_2005","patrick_b_morgan_german_a_bollero_randall_l_nelson_frank_g_dohleman_and_stephen_p_long",NA,"@morgan_et_al_2005"
"soyfacesoy1_c","vcmax","bernacchi_et_al_2005","carl_j_bernacchi_patrick_b_morgan_donald_r_ort_stephen_p_long_",NA,"@bernacchi_et_al_2005"
"soyfacesoy1_c","asat","dermody_et_al_2006","orla_dermody_stephen_p_long_and_evan_h_delucia",NA,"@dermody_et_al_2006"
"soyfacesoy2_c","vcmax","ainsworth_et_al_2004","elizabeth_a_ainsworth_alistair_rogersa_randall_nelsona_stephen_p_long",NA,"@ainsworth_et_al_2004"
"soyfacesoy2_c","leaf_n_mass","rogers_et_al_2006","alistair_rogers_yves_gibon_mark_stitt_patrick_b_morgan_carl_j_bernacchi_donald_r_ort_and_stephen_p_long",NA,"@rogers_et_al_2006"
"soyfacetobacco9_c","vcmax","rosenthal_et_al_2011","david_m_rosenthal_anna_m_locke_mahdi_khozaei_christine_a_raines_stephen_p_long_and_donald_r_ort",NA,"@rosenthal_et_al_2011"
"st_face_ld_c","bgb","dawes_et_al_2013","dawes_ma_hagedorn_f_handa_it_et_al_2013_an_alpine_treeline_in_a_carbon_dioxide-rich_world:_synthesis_of_a_nine-year_free-air_carbon_dioxide_enrichment_study_oecologia_171_623–637",NA,"@dawes_et_al_2013"
"st_face_ld_c","agb","dawes_et_al_2015","dawes_ma_philipson_cd_fonti_p_bebi_p_haettenschwiler_s_hagedorn_f_rixen_c_2015_soil_warming_and_co2_enrichment_induce_biomass_shifts_in_alpine_tree_line_vegetation_global_change_biology_21_2005–2021",NA,"@dawes_et_al_2015"
"st_face_ld_c","asat","handa_et_al_2005","handa_it_koerner_c_haettenschwiler_s_2005_a_test_of_the_treeline_carbon_limitation_hypothesis_by_in_situ_co2_enrichment_and_defoliation_ecology_86_1288–1300",NA,"@handa_et_al_2005"
"st_face_ld_c","asat","haettenschwiler_et_al_2002","haettenschwiler_s_handa_it_egli_l_asshoff_r_ammann_w_koerner_c_2002_atmospheric_co2_enrichment_of_alpine_treeline_conifers_new_phytologist_156_363–375",NA,"@haettenschwiler_et_al_2002"
"st_face_ld_c","leaf_cn","asshoff_and_haettenschwiler_2006","asshoff_r_haettenschwiler_s_2006_changes_in_needle_quality_and_larch_bud_moth_performance_in_response_to_co2_enrichment_and_defoliation_of_treeline_larches_ecological_entomology_31_84–90",NA,"@asshoff_and_haettenschwiler_2006"
"st_face_ld_c","leaf_cn","hagedorn_and_machwitz_2006","hagedorn_f_machwitz_m_2007_controls_on_dissolved_organic_matter_leaching_from_forest_litter_grown_under_elevated_atmospheric_soil_biology_and_biochemistry_39_1759–1769",NA,"@hagedorn_and_machwitz_2006"
"st_face_ld_c","root_production","handa_et_al_2008","handa_it_hagedorn_f_hattenschwiler_s_2008_no_stimulation_in_root_production_in_response_to_4_years_of_in_situ_co2_enrichment_at_the_swiss_treeline_functional_ecology_22_348-358",NA,"@handa_et_al_2008"
"suonenjoki2_bp4_c","bgb","riikonen_et_al_2004","riikonen_j_lindsberg_mm_holopainen_t_oksanen_e_lappi_j_peltonen_p_vapaavuori_e_2004_silver_birch_and_climate_change:_variable_growth_and_carbon_allocation_responses_to_elevated_concentrations_of_carbon_dioxide_and_ozone_tree_physiology_24_1227-",NA,"@riikonen_et_al_2004"
"swissface_bromuscarex_c","agb","van_kleunen_et_al_2006","van_kleunen_et_al_2006_[co2]-_and_denstity-dependant_competition_between_grassland_species_global_change_biology_12_2175-2186",NA,"@van_kleunen_et_al_2006"
"swissface_forest_c","root_shoot_ratio","bucher_et_al_1998","bucher_j_b_et_al_growth_of_a_deciduous_tree_seedling_community_in_response_to_elevated_co2_and_nutrient_supply_chemosphere_36_777-782_1998",NA,"@bucher_et_al_1998"
"swissface_lolium2_c","agb","schneider_et_al_2004","schneider_m_k_luscher_a_richter_m_aeschlimann_u_hartwig_u_a_blum_h_frossard_e_and_noesberger_j_2004_ten_years_of_free?air_co2_enrichment_altered_the_mobilization_of_n_from_soil_in_lolium_perenne_l_swards global_change_biology 10:1377-1388",NA,"@schneider_et_al_2004"
